시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
서울특별시 서대문구 창천동,72-22,72,22,더이음,17.75,202210,4,"23,200",12,2021,신촌로 63,,중개거래,서울 서대문구
서울특별시 서대문구 창천동,20-41,20,41,아남오피스텔,26.75,202210,16,"15,700",8,2004,신촌로 121,,중개거래,서울 서대문구
서울특별시 서대문구 창천동,20-41,20,41,아남오피스텔,28.5,202210,21,"17,000",15,2004,신촌로 121,,중개거래,서울 서대문구
서울특별시 서초구 서초동,1588-1,1588,1,(1588-1),24.59,202210,14,"13,000",8,1991,반포대로14길 54,,중개거래,서울 서초구
서울특별시 서초구 서초동,1327-27,1327,27,강남역 한화오벨리스크,39.54,202210,28,"36,500",14,2003,서초대로74길 27,,중개거래,서울 강남구
서울특별시 서초구 서초동,1338-8,1338,8,강남역파라디아골드,18.11,202210,28,"22,400",12,2017,효령로79길 1,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 서초구 서초동,1328-11,1328,11,대우도씨에빛2,38.81,202210,8,"39,000",5,2005,강남대로 359,,중개거래,서울 서초구
서울특별시 서초구 서초동,1328-11,1328,11,대우도씨에빛2,38.81,202210,17,"44,500",5,2005,강남대로 359,,중개거래,서울 서초구
서울특별시 서초구 서초동,1600-4,1600,4,서초신성미소시티,30.56,202210,6,"20,700",14,2005,서초중앙로 51,,중개거래,서울 서초구
서울특별시 서초구 서초동,1337-2,1337,2,아크로텔 강남역,24.77,202210,6,"27,500",8,2016,효령로77길 34,,중개거래,서울 서초구
서울특별시 서초구 서초동,1599-2,1599,2,엘지서초에클라트,28.17,202210,2,"27,000",18,2004,반포대로14길 71,,중개거래,서울 서초구
서울특별시 서초구 서초동,1598-1,1598,1,큐브플러스,16.95,202210,20,"14,300",7,2004,사임당로 38,,중개거래,서울 서초구
서울특별시 서초구 서초동,1623-3,1623,3,피앤디 솔로빌,15.76,202210,28,"13,000",9,2005,서초중앙로 58,,중개거래,서울 서초구
서울특별시 서초구 서초동,1674-5,1674,5,하림인터내셔날 오피스텔,24.12,202210,24,"29,300",9,2013,서초대로 316,,중개거래,서울 서초구
서울특별시 서초구 서초동,1337-21,1337,21,현대썬앤빌 서초,20.27,202210,15,"21,500",11,2015, ,,중개거래,서울 서초구
서울특별시 서초구 신원동,659,659,0,해피트리앤,21.17,202210,14,"17,550",4,2015, ,,중개거래,서울 서초구
서울특별시 서초구 양재동,275-1,275,1,삼호물산빌딩(275-1),27.36,202210,20,"12,700",19,1991,논현로 83,,중개거래,서울 서초구
서울특별시 서초구 양재동,275-6,275,6,삼호물산빌딩(275-6),54.72,202210,12,"22,500",17,1991,논현로 87,,중개거래,서울 서초구
서울특별시 서초구 양재동,275-4,275,4,트윈타워(275-4),28.61,202210,4,"16,000",10,1991,마방로10길 15,,중개거래,서울 서초구
서울특별시 서초구 양재동,275-4,275,4,트윈타워(275-4),28.61,202210,24,"15,500",7,1991,마방로10길 15,,중개거래,서울 서초구
서울특별시 서초구 우면동,765,765,0,미라쉘,27.25,202210,14,"21,300",3,2015,양재대로2길 100-61,,중개거래,서울 서초구
서울특별시 서초구 우면동,755,755,0,서초 디벨리움 오피스텔,18.8,202210,5,"14,000",3,2015, ,,중개거래,서울 서초구
서울특별시 서초구 우면동,755,755,0,서초 디벨리움 오피스텔,18.8,202210,18,"14,000",2,2015, ,,직거래,-
서울특별시 서초구 우면동,787,787,0,서초리슈빌S글로벌,21.52,202210,18,"17,000",3,2015, ,,중개거래,서울 서초구
서울특별시 서초구 우면동,787,787,0,서초리슈빌S글로벌,22.14,202210,19,"17,000",10,2015, ,,중개거래,서울 서초구
서울특별시 서초구 우면동,759,759,0,주건축물제1동,18.47,202210,20,"14,000",8,2015, ,,중개거래,서울 서초구
서울특별시 성동구 성수동2가,289-290,289,290,테라289,15.03,202210,28,"35,841",8,2021,아차산로5길 26,,직거래,-
서울특별시 성동구 성수동2가,289-290,289,290,테라289,15.03,202210,31,"35,841",8,2021,아차산로5길 26,,직거래,-
서울특별시 성동구 옥수동,475,475,0,성원상떼뷰,30.75,202210,3,"22,900",13,2004,독서당로 166,,중개거래,서울 성동구
서울특별시 성동구 용답동,238-2,238,2,오르세오피스텔,48.5,202210,24,"20,500",10,2011,자동차시장1길 94-15,,중개거래,서울 마포구
서울특별시 성동구 하왕십리동,903-3,903,3,동인 레반트 오피스텔,27.54,202210,17,"17,100",8,2005,왕십리로 369,,중개거래,서울 성동구
서울특별시 성동구 하왕십리동,898-2,898,2,리오파크 오피스텔,22.82,202210,5,"15,000",9,2011,왕십리로 385,,직거래,-
서울특별시 송파구 가락동,98,98,0,송파가락두산위브센티움,29.3,202210,1,"15,500",4,2004,송파대로30길 16,,중개거래,서울 송파구
서울특별시 송파구 거여동,604-2,604,2,송파 풍산 리치안,20.47,202210,18,"22,000",5,2022,위례서로 244,,직거래,-
서울특별시 송파구 문정동,652-5,652,5,문정 아이파크,25.77,202210,15,"25,700",9,2017,법원로4길 6,,중개거래,서울 송파구
서울특별시 송파구 문정동,624,624,0,송파 아이파크,29.88,202210,10,"27,600",6,2015,법원로 55,,중개거래,서울 송파구
서울특별시 송파구 문정동,624,624,0,송파 아이파크,49.9,202210,11,"75,000",8,2015,법원로 55,,중개거래,서울 송파구
서울특별시 송파구 문정동,620,620,0,송파푸르지오시티,24.9,202210,3,"23,100",14,2013,새말로 62,,중개거래,서울 송파구
서울특별시 송파구 문정동,620,620,0,송파푸르지오시티,30,202210,5,"26,500",11,2013,새말로 62,,중개거래,서울 송파구
서울특별시 송파구 문정동,620,620,0,송파푸르지오시티,27.4,202210,17,"30,000",3,2013,새말로 62,,중개거래,서울 송파구
서울특별시 송파구 문정동,622,622,0,송파한화오벨리스크,29.99,202210,12,"25,500",6,2013,충민로 5,,중개거래,서울 송파구
서울특별시 송파구 문정동,622,622,0,송파한화오벨리스크,23.24,202210,18,"20,700",6,2013,충민로 5,,중개거래,서울 송파구
서울특별시 송파구 문정동,618,618,0,파크하비오,26.29,202210,4,"24,000",14,, ,,중개거래,"경기 하남시, 서울 송파구"
서울특별시 송파구 문정동,618,618,0,파크하비오,25.44,202210,14,"24,000",11,, ,,중개거래,서울 송파구
서울특별시 송파구 문정동,618,618,0,파크하비오,50.32,202210,17,"49,200",16,, ,,중개거래,서울 송파구
서울특별시 송파구 문정동,618,618,0,파크하비오,26.53,202210,21,"25,200",17,, ,,중개거래,서울 송파구
서울특별시 송파구 문정동,618,618,0,파크하비오,48.96,202210,26,"53,000",7,, ,,중개거래,서울 송파구
서울특별시 송파구 문정동,652-4,652,4,힐스테이트에코문정,20.79,202210,12,"22,000",12,2018,법원로4길 10,,중개거래,서울 송파구
서울특별시 송파구 문정동,639-5,639,5,힐스테이트에코송파,21.06,202210,11,"18,100",8,2017,정의로7길 13,,중개거래,"서울 강남구, 서울 송파구"
서울특별시 송파구 문정동,639-5,639,5,힐스테이트에코송파,21.06,202210,22,"17,500",17,2017,정의로7길 13,,중개거래,서울 송파구
서울특별시 송파구 방이동,43,43,0,대명벨리온,17.12,202210,2,"19,000",11,, ,,중개거래,서울 송파구
서울특별시 송파구 방이동,43,43,0,대명벨리온,17.32,202210,5,"20,100",9,, ,,중개거래,서울 송파구
서울특별시 송파구 방이동,43,43,0,대명벨리온,17.32,202210,7,"18,500",5,, ,,중개거래,서울 송파구
서울특별시 송파구 방이동,43,43,0,대명벨리온,17.32,202210,22,"19,300",12,, ,,중개거래,서울 송파구
서울특별시 송파구 방이동,38-4,38,4,벨리시모 오피스텔,19.14,202210,18,"13,500",8,2013,오금로11길 29-11,,직거래,-
서울특별시 송파구 오금동,80-12,80,12,(80-12),55.6,202210,17,"37,000",2,2014,마천로 117,,중개거래,서울 송파구
서울특별시 송파구 오금동,45-4,45,4,동인트루빌오피스텔,35.64,202210,10,"22,500",9,2003,오금로35길 8,,중개거래,서울 송파구
서울특별시 송파구 오금동,80-13,80,13,마나하임,29.84,202210,10,"22,000",2,,마천로 119,,중개거래,서울 송파구
서울특별시 송파구 잠실동,175-1,175,1,위너스오피스텔II,29.16,202210,14,"25,000",7,1991,백제고분로 67,,중개거래,서울 송파구
서울특별시 송파구 잠실동,194,194,0,잠실아이파크,24.42,202210,19,"29,000",5,2013,올림픽로8길 20,,직거래,-
서울특별시 양천구 목동,919,919,0,목동 성우네트빌,43.17,202210,20,"22,000",8,2004,목동서로 186,,중개거래,서울 양천구
서울특별시 양천구 목동,905-33,905,33,스카이포레,18.13,202210,4,"13,350",4,2015, ,,중개거래,서울 양천구
서울특별시 양천구 목동,909-4,909,4,향도 드림네스트,26,202210,26,"17,900",11,2004,목동동로 437,,중개거래,서울 양천구
서울특별시 양천구 목동,917-9,917,9,현대41타워,47.19,202210,26,"34,700",33,2001,목동동로 293,,중개거래,서울 양천구
서울특별시 영등포구 당산동1가,230,230,0,삼정주택,29.85,202210,12,"31,750",2,2022,영신로47길 13-1,,직거래,-
서울특별시 영등포구 당산동1가,230,230,0,삼정주택,24.64,202210,12,"26,650",2,2022,영신로47길 13-1,,직거래,-
서울특별시 영등포구 당산동1가,230,230,0,삼정주택,26.52,202210,12,"28,700",2,2022,영신로47길 13-1,,직거래,-
서울특별시 영등포구 당산동5가,9-3,9,3,당산역해링턴타워,23.92,202210,31,"23,000",8,2015, ,,중개거래,서울 영등포구
서울특별시 영등포구 도림동,265-1,265,1,도림동 하나아파텔(1차),48.32,202210,10,"29,700",15,2003,도영로 16,,중개거래,서울 영등포구
서울특별시 영등포구 양평동2가,43-14,43,14,CO-OP Residence/오목교,16.98,202210,6,"7,550",10,2004,영등포로3길 23,,중개거래,서울 영등포구
서울특별시 영등포구 양평동2가,43-14,43,14,CO-OP Residence/오목교,16.98,202210,7,"7,400",3,2004,영등포로3길 23,,중개거래,서울 영등포구
서울특별시 영등포구 양평동2가,43-14,43,14,CO-OP Residence/오목교,16.98,202210,12,"8,000",8,2004,영등포로3길 23,,중개거래,서울 영등포구
서울특별시 영등포구 양평동3가,17-1,17,1,양평동 우림보보카운티 오피스텔,25.42,202210,1,"13,000",7,2003,양산로7길 3,,중개거래,서울 영등포구
서울특별시 영등포구 양평동3가,56-5,56,5,양평동갤럭시오피스텔,29.5,202210,7,"26,500",5,2017, ,,중개거래,서울 영등포구
서울특별시 영등포구 양평동6가,2-4,2,4,선유도 더채움,28.04,202210,4,"36,150",10,2022,양평로28길 5,,중개거래,서울 영등포구
서울특별시 영등포구 양평동6가,2-4,2,4,선유도 더채움,28.04,202210,10,"36,250",6,2022,양평로28길 5,,중개거래,서울 영등포구
서울특별시 영등포구 양평동6가,2-4,2,4,선유도 더채움,28.04,202210,12,"36,250",6,2022,양평로28길 5,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,61-3,61,3,(61-3),23,202210,1,"19,000",3,1991,63로 40,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,61,61,0,여의도금호리첸시아,54.83,202210,10,"60,000",5,2003,여의동로 213,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동1가,75-4,75,4,메트로가든,20.7,202210,24,"17,000",3,2013,경인로112길 4-7,,직거래,-
서울특별시 영등포구 영등포동1가,94-2,94,2,여의도더리브스타일,19.36,202210,13,"22,500",18,2020,경인로 900,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동2가,28-116,28,116,더 위일 중마루,18.6,202210,25,"22,000",7,2018,버드나루로3길 11,,직거래,-
서울특별시 영등포구 영등포동2가,328-11,328,11,여의도 미르웰 한올림 2차 오피스텔,14.53,202210,7,"14,800",4,2018,영등포로 247,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동7가,29-42,29,42,여의도써밋,17.46,202210,6,"23,500",5,2021,국회대로54길 17,,직거래,-
서울특별시 영등포구 영등포동7가,94-369,94,369,위너스하임,40.76,202210,17,"25,900",4,2017,국회대로56길 6,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동7가,29-126,29,126,포레비떼,26.54,202210,2,"14,000",7,2003,국회대로54길 23,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동8가,47-1,47,1,프로방스,37.25,202210,6,"28,000",2,2017, ,,중개거래,서울 영등포구
서울특별시 용산구 갈월동,101-49,101,49,갈월동 에이트리움,30.97,202210,13,"26,000",7,2004,한강대로 259,,중개거래,서울 용산구
서울특별시 용산구 문배동,11-34,11,34,G&P 용산파크,21.19,202210,14,"25,000",2,2018,청파로 201-17,,중개거래,서울 용산구
서울특별시 용산구 원효로1가,112-4,112,4,디아뜨 센트럴,25.19,202210,4,"17,300",4,2004,원효로 268,,중개거래,서울 용산구
서울특별시 용산구 원효로1가,112-4,112,4,디아뜨 센트럴,25.5,202210,13,"18,750",15,2004,원효로 268,20221014,중개거래,서울 용산구
서울특별시 용산구 원효로1가,112-4,112,4,디아뜨 센트럴,25.5,202210,14,"18,750",15,2004,원효로 268,,중개거래,서울 용산구
서울특별시 용산구 원효로1가,112-4,112,4,디아뜨 센트럴,25.19,202210,15,"18,400",8,2004,원효로 268,,중개거래,"서울 서초구, 서울 용산구"
서울특별시 용산구 원효로1가,112-4,112,4,디아뜨 센트럴,25.5,202210,18,"18,400",4,2004,원효로 268,,중개거래,서울 용산구
서울특별시 용산구 원효로2가,3-12,3,12,용산 센트럴포레,31.48,202210,7,"51,400",6,2022,원효로 208,,직거래,-
서울특별시 용산구 원효로3가,51-37,51,37,e테크밸리,36,202210,6,"17,000",4,2003,원효로 128,,중개거래,서울 서초구
서울특별시 은평구 녹번동,81-17,81,17,CS아르체,44.92,202210,11,"24,000",7,,서오릉로 30,,중개거래,서울 은평구
서울특별시 은평구 불광동,274-7,274,7,경인에버빌,23.63,202210,17,"26,000",7,2021,통일로 738-2,,직거래,-
서울특별시 은평구 응암동,91-7,91,7,CJ드림시티(91-7),24.84,202210,16,"13,000",4,2004,은평로 91,,중개거래,서울 은평구
서울특별시 은평구 응암동,91-8,91,8,CJ드림시티(91-8),41.14,202210,15,"18,800",12,2004,은평로 85,,중개거래,서울 은평구
서울특별시 은평구 응암동,116-22,116,22,거장메카,47.62,202210,11,"34,900",2,2021,응암로 293,,직거래,-
서울특별시 은평구 응암동,353-10,353,10,디우아르떼빌,56.81,202210,8,"36,000",7,2018,응암로14길 7,,중개거래,서울 은평구
서울특별시 은평구 응암동,111-50,111,50,미성오피스텔,21.06,202210,12,"8,500",1,2002,은평로 96-1,,중개거래,서울 은평구
서울특별시 은평구 응암동,111-1,111,1,송원하이본,31.06,202210,12,"12,000",6,2003,은평로 98,,중개거래,서울 은평구
서울특별시 은평구 응암동,88-8,88,8,응암아네스트,18.89,202210,25,"11,500",8,2014,은평로 123,,중개거래,서울 은평구
서울특별시 은평구 진관동,100-3,100,3,아이파크 포레스트 게이트,24.91,202210,15,"13,700",21,2013,통일로 1010,,중개거래,서울 은평구
서울특별시 은평구 진관동,100-3,100,3,아이파크 포레스트 게이트,24.91,202210,21,"13,900",17,2013,통일로 1010,,중개거래,서울 은평구
서울특별시 은평구 진관동,100-3,100,3,아이파크 포레스트 게이트,45.55,202210,24,"34,000",20,2013,통일로 1010,,중개거래,서울 은평구
서울특별시 은평구 진관동,73,73,0,웅신 미켈란의아침,19.06,202210,4,"13,000",5,2017,진관2로 15-8,,중개거래,서울 은평구
서울특별시 은평구 진관동,73,73,0,웅신 미켈란의아침,19.06,202210,15,"12,500",11,2017,진관2로 15-8,,중개거래,서울 은평구
서울특별시 은평구 진관동,73,73,0,웅신 미켈란의아침,19.06,202210,22,"12,600",16,2017,진관2로 15-8,,중개거래,서울 은평구
서울특별시 은평구 진관동,66,66,0,은평뉴타운 꿈에그린,19.84,202210,6,"13,200",13,2018,진관3로 33,,중개거래,서울 은평구
서울특별시 은평구 진관동,60,60,0,은평뉴타운솔하임,18.72,202210,20,"15,000",7,2017, ,,중개거래,서울 은평구
서울특별시 은평구 진관동,100,100,0,은평헤스티아,23.19,202210,4,"12,000",9,2015,통일로 1030,,중개거래,서울 은평구
서울특별시 은평구 진관동,100,100,0,은평헤스티아,23.19,202210,4,"13,400",5,2015,통일로 1030,,중개거래,경기 용인수지구
서울특별시 은평구 진관동,100,100,0,은평헤스티아,26.23,202210,24,"13,200",7,2015,통일로 1030,,중개거래,서울 은평구
서울특별시 은평구 진관동,100-1,100,1,은평헤스티아 2차,23.19,202210,4,"13,400",5,,통일로 1022,20221005,중개거래,경기 용인수지구
서울특별시 종로구 경운동,89-4,89,4,운현궁 에스케이 허브,35.36,202210,24,"28,900",7,2005,삼일대로 461,,중개거래,서울 종로구
서울특별시 종로구 내수동,71,71,0,경희궁의 아침 2단지,29.41,202210,31,"26,000",15,2004,사직로8길 24,,중개거래,서울 종로구
서울특별시 종로구 내수동,73,73,0,경희궁의 아침 4단지,28.24,202210,19,"23,500",3,2004,새문안로3길 23,,중개거래,서울 종로구
서울특별시 종로구 돈의동,39-2,39,2,낙원오피스텔,36.6,202210,11,"21,500",4,1991,돈화문로11길 29,,중개거래,서울 종로구
서울특별시 종로구 숭인동,318-2,318,2,삼전솔하임4차,19.17,202210,14,"11,000",3,2014,지봉로4길 13,,중개거래,서울 종로구
서울특별시 종로구 숭인동,318-2,318,2,삼전솔하임4차,19.17,202210,14,"11,100",2,2014,지봉로4길 13,,중개거래,서울 종로구
서울특별시 종로구 숭인동,1392-1,1392,1,종로 아인스빌,17.88,202210,14,"11,000",6,2013,난계로29가길 19,,중개거래,서울 종로구
서울특별시 종로구 숭인동,1425,1425,0,한라 운종가,21.71,202210,5,"25,500",14,2022,종로66길 27,,중개거래,서울 광진구
서울특별시 종로구 숭인동,1425,1425,0,한라 운종가,41.48,202210,7,"46,000",5,2022,종로66길 27,,직거래,-
서울특별시 종로구 숭인동,1425,1425,0,한라 운종가,22.55,202210,7,"28,500",11,2022,종로66길 27,,직거래,-
서울특별시 종로구 신문로1가,163,163,0,광화문오피시아빌딩,41.71,202210,5,"47,900",17,2005,새문안로 92,,중개거래,서울 종로구
서울특별시 종로구 익선동,34,34,0,BIZ-WELL 종로 오피스텔,23.27,202210,31,"14,000",7,2004,삼일대로30길 23,,중개거래,서울 종로구
서울특별시 중구 을지로2가,199-40,199,40,명동아르누보센텀,35.92,202210,14,"34,250",7,2008,명동7길 21,,중개거래,서울 중구
서울특별시 중구 충무로3가,49,49,0,엘크루 메트로시티,37.77,202210,4,"29,000",8,2013,충무로 13,,중개거래,서울 중구
서울특별시 중구 황학동,959,959,0,메르센트,29.95,202210,13,"40,700",10,2022,마장로18길 16,,직거래,-
서울특별시 중구 황학동,959,959,0,메르센트,29.95,202210,13,"40,700",9,2022,마장로18길 16,,직거래,-
서울특별시 중구 황학동,959,959,0,메르센트,29.97,202210,15,"37,400",4,2022,마장로18길 16,,직거래,-
서울특별시 중구 황학동,2484,2484,0,신당역올리브2,23.82,202210,19,"10,000",15,2004,퇴계로 457,,중개거래,서울 중구
서울특별시 중구 황학동,808,808,0,올리브1,25.05,202210,2,"17,500",15,2004,난계로 163,,중개거래,서울 중구
서울특별시 중구 황학동,787,787,0,한양 I-Class,19.05,202210,26,"12,800",11,2013,난계로 173,,중개거래,서울 중구
서울특별시 중구 흥인동,119,119,0,동대문 와이즈 캐슬,28.6,202210,25,"23,000",6,2014,퇴계로75길 7,,중개거래,서울 중구
서울특별시 중구 흥인동,8,8,0,동대문솔하임,25,202210,7,"21,000",9,2016,마장로 58,,중개거래,서울 중구
서울특별시 중랑구 망우동,506-8,506,8,(506-8),17.64,202210,4,"9,000",3,2012,상봉로 110,,중개거래,서울 중랑구
서울특별시 중랑구 망우동,506-8,506,8,(506-8),17.64,202210,12,"8,900",2,2012,상봉로 110,,중개거래,서울 중랑구
서울특별시 중랑구 망우동,508-2,508,2,효성 써너스빌 에코,17.39,202210,13,"11,000",18,2016,망우로60길 37,,중개거래,서울 중랑구
